0,1
Datasets/LJSpeech-1.1/wavs/LJ002-0229.wav,and the turnkeys slept in the prison yet scenes of riot drunkenness and disorder were most prevalent end quote
Datasets/LJSpeech-1.1/wavs/LJ038-0170.wav,two nights before the shooting he saw quote two men around the house peeking in windows end quote
Datasets/LJSpeech-1.1/wavs/LJ015-0108.wav,where a fish curry and a brace of partridges were set before him
Datasets/LJSpeech-1.1/wavs/LJ044-0152.wav,on february seventeen nineteen sixtythree for permission for herself and june to return to the soviet union
Datasets/LJSpeech-1.1/wavs/LJ045-0033.wav,he began to treat me better he helped me more  although he always did help but he was more attentive end quote
Datasets/LJSpeech-1.1/wavs/LJ002-0100.wav,a recent reform had closed the tap kept by the jailer within the precincts but
Datasets/LJSpeech-1.1/wavs/LJ048-0248.wav,president kennedy was scheduled to speak across the street from his hotel in fort worth at eightthirty am
Datasets/LJSpeech-1.1/wavs/LJ016-0122.wav,he made a strong rope with several of the sheets then returning to the male yard
Datasets/LJSpeech-1.1/wavs/LJ014-0108.wav,it was soon ascertained that the wife had gone off in a cab with a quantity of luggage
Datasets/LJSpeech-1.1/wavs/LJ045-0079.wav,as a result oswald struck her as to which she testified quote
Datasets/LJSpeech-1.1/wavs/LJ037-0040.wav,she saw the man come to the right window of the police car as he talked he leaned on the ledge of the right window with his arms
Datasets/LJSpeech-1.1/wavs/LJ037-0236.wav,she last saw him in the parking lot directly behind the service station
Datasets/LJSpeech-1.1/wavs/LJ006-0156.wav,we have seen that he took no pains to classify and separate prisoners on reception
Datasets/LJSpeech-1.1/wavs/LJ024-0031.wav,if such a plan is good for the lower courts it certainly ought to be equally good for the highest court from which there is no appeal
Datasets/LJSpeech-1.1/wavs/LJ028-0402.wav,hillah might be called a child of babylon for it is almost entirely constructed with nebuchadnezzar's bricks
Datasets/LJSpeech-1.1/wavs/LJ028-0152.wav,in the circuit of the wall are a hundred gates all of brass with brazen lintels and sideposts
Datasets/LJSpeech-1.1/wavs/LJ001-0130.wav,commercialism again compels the use of type too small in size to be comfortable reading
Datasets/LJSpeech-1.1/wavs/LJ008-0215.wav,one by one the huge uprights of black timber were fitted together
Datasets/LJSpeech-1.1/wavs/LJ046-0191.wav,it had established periodic regular review of the status of four hundred individuals
Datasets/LJSpeech-1.1/wavs/LJ012-0237.wav,a very painful scene occurred in newgate when the news of his escape from death was imparted to may
Datasets/LJSpeech-1.1/wavs/LJ027-0069.wav,and b degenerate forms like snakes and some lizards which have lost their limbs by disuse
Datasets/LJSpeech-1.1/wavs/LJ034-0026.wav,the commission has considered the possibility that the cartons might have been moved in connection with the work that was being performed on the sixth floor on november twentytwo
Datasets/LJSpeech-1.1/wavs/LJ005-0230.wav,these justices were to inspect every part of the prison and examine into the state and condition of prisoners
Datasets/LJSpeech-1.1/wavs/LJ021-0100.wav,let me call your attention to the fact that the national industrial recovery act
Datasets/LJSpeech-1.1/wavs/LJ025-0052.wav,the greatest and most rapid revolution which biological science has ever undergone was effected by the application of the modern microscope
Datasets/LJSpeech-1.1/wavs/LJ017-0072.wav,whose signature he counterfeited
Datasets/LJSpeech-1.1/wavs/LJ002-0167.wav,quotes a case which came within his own knowledge of a boy sent to prison for nonpayment of one penny
Datasets/LJSpeech-1.1/wavs/LJ050-0262.wav,even if the manpower and technological resources of the secret service are adequately augmented
Datasets/LJSpeech-1.1/wavs/LJ018-0321.wav,an increase of policemen on duty sufficed to prevent any attempt of this kind
Datasets/LJSpeech-1.1/wavs/LJ011-0191.wav,the strangelymarried couple thereupon pressed on to dover and crossed over to calais
Datasets/LJSpeech-1.1/wavs/LJ038-0187.wav,i paid for the box last month so don't worry about it
Datasets/LJSpeech-1.1/wavs/LJ044-0169.wav,in september he began to review spanish
Datasets/LJSpeech-1.1/wavs/LJ035-0037.wav,this door leads into a small vestibule and another door leads from the vestibule into the secondfloor lunchroom
Datasets/LJSpeech-1.1/wavs/LJ008-0044.wav,and at the distance of five feet from the same is fixed a strong railing all round the scaffold to enclose a place for the constables
Datasets/LJSpeech-1.1/wavs/LJ044-0012.wav,he had printed a handbill headed in large letters quote
Datasets/LJSpeech-1.1/wavs/LJ012-0120.wav,one of them of considerable size
Datasets/LJSpeech-1.1/wavs/LJ011-0178.wav,but another bank had since failed and nothing could save mr turner but the transfer of some property to miss turner and its settlement on her
Datasets/LJSpeech-1.1/wavs/LJ005-0258.wav,embodying recommendations which may be said to have formed the basis of modern prison management
Datasets/LJSpeech-1.1/wavs/LJ030-0150.wav,the dallas police radio log reflects that chief of police curry reported the shooting of the president
Datasets/LJSpeech-1.1/wavs/LJ015-0272.wav,and it was to him that agar pierce and the rest applied when seeking to dispose of their stolen bullion
Datasets/LJSpeech-1.1/wavs/LJ050-0122.wav,it should be made clear that the secret service will in no way seek to duplicate the intelligence
Datasets/LJSpeech-1.1/wavs/LJ032-0201.wav,and issues of two newspapers later identified as the worker and the militant
Datasets/LJSpeech-1.1/wavs/LJ023-0103.wav,government is to be rendered impotent
Datasets/LJSpeech-1.1/wavs/LJ005-0183.wav,all that was urged was that the borough magistracy had no right to govern their jails
Datasets/LJSpeech-1.1/wavs/LJ035-0144.wav,oswald's departure from building
Datasets/LJSpeech-1.1/wavs/LJ043-0083.wav,employment commission records concerning oswald stated quote wellgroomed and spoken
Datasets/LJSpeech-1.1/wavs/LJ014-0297.wav,the prison officers were called but watts was quite cold and stiff when he was cut down
Datasets/LJSpeech-1.1/wavs/LJ035-0158.wav,a blue jacket later identified by marina oswald as her husband's was subsequently found in the building apparently left behind by oswald
Datasets/LJSpeech-1.1/wavs/LJ046-0087.wav,absolute security is neither practical nor possible an approach to complete security would require the president
Datasets/LJSpeech-1.1/wavs/LJ026-0031.wav,but when the two groups are traced downward they are found gradually to merge
Datasets/LJSpeech-1.1/wavs/LJ049-0173.wav,as the testimony of j edgar hoover and other bureau officials revealed the fbi did not believe that its directive required the bureau
Datasets/LJSpeech-1.1/wavs/LJ047-0245.wav,his secretary testified that she prepared such a report for him that afternoon and chief of police jesse e curry
Datasets/LJSpeech-1.1/wavs/LJ016-0265.wav,the crowd had come to witness a popular and gratuitous public performance  better than a prizefight or a play
Datasets/LJSpeech-1.1/wavs/LJ004-0180.wav,a price which in those days fluctuated enormously  as much as a hundred percent in a couple of years
Datasets/LJSpeech-1.1/wavs/LJ026-0058.wav,and only after the completion of this process can all the food be absorbed into the circulation
Datasets/LJSpeech-1.1/wavs/LJ031-0168.wav,in another car mrs johnson was driven to the airport accompanied by secret service agents and representative brooks
Datasets/LJSpeech-1.1/wavs/LJ038-0031.wav,about six or seven people were seated on the theatre's main floor and an equal number in the balcony
Datasets/LJSpeech-1.1/wavs/LJ034-0084.wav,became apparent on december two nineteen sixtythree when an employee frankie kaiser
Datasets/LJSpeech-1.1/wavs/LJ028-0054.wav,he continued the building operations of his father until babylon became the greatest city of its age
Datasets/LJSpeech-1.1/wavs/LJ003-0034.wav,this gradually was forced upon the consciousness of the corporation
Datasets/LJSpeech-1.1/wavs/LJ022-0003.wav,since my annual message to the congress on january fourth last i have not addressed the general public over the air
Datasets/LJSpeech-1.1/wavs/LJ028-0012.wav,she realizes that she is bound on the long journey across the desert hour after hour she bears you over the hard monotonous plain
Datasets/LJSpeech-1.1/wavs/LJ015-0138.wav,his fault was generosity
Datasets/LJSpeech-1.1/wavs/LJ005-0090.wav,the first by daily services the latter by the appointment of schoolmasters and instruction in reading and writing
Datasets/LJSpeech-1.1/wavs/LJ024-0047.wav,is it a dangerous precedent for the congress to change the number of the justices the congress has always had and will have that power
Datasets/LJSpeech-1.1/wavs/LJ012-0282.wav,this wrapped up in a silk handkerchief
Datasets/LJSpeech-1.1/wavs/LJ047-0040.wav,oswald was first interviewed by fbi agents john w fain and b tom carter on june twentysix nineteen sixtytwo
Datasets/LJSpeech-1.1/wavs/LJ049-0024.wav,has developed a vehicle for the better protection of the president
Datasets/LJSpeech-1.1/wavs/LJ002-0163.wav,a market porter was arrested and committed at the suit of a publican
Datasets/LJSpeech-1.1/wavs/LJ016-0250.wav,it may however be remarked that the wisdom of appointing any regular hangman is very open to question
Datasets/LJSpeech-1.1/wavs/LJ035-0209.wav,at twelvethirty pm
Datasets/LJSpeech-1.1/wavs/LJ029-0076.wav,on november four gerald a behn agent in charge of the white house detail asked sorrels to examine three potential sites for the luncheon
Datasets/LJSpeech-1.1/wavs/LJ012-0160.wav,now more strictly meager thanks to the inspectors and the more stringent discipline and before he embarked for australia to undergo his fourteen years
Datasets/LJSpeech-1.1/wavs/LJ006-0185.wav,edward gibbon wakefield who spent three years in newgate a little before the time of the inspectors' first report
Datasets/LJSpeech-1.1/wavs/LJ043-0022.wav,it appears that de mohrenschildt and his wife actually went to oswald's apartment early in november of nineteen sixtytwo
Datasets/LJSpeech-1.1/wavs/LJ032-0202.wav,two pictures were taken the commission has concluded that the rifle shown in these pictures is the same rifle which was found on the sixth floor of the depository building
Datasets/LJSpeech-1.1/wavs/LJ016-0058.wav,he worked along to the roofs in warwick lane
Datasets/LJSpeech-1.1/wavs/LJ030-0032.wav,dallas police stood at intervals along the fence and dallas plain clothes men mixed in the crowd
Datasets/LJSpeech-1.1/wavs/LJ034-0090.wav,eyewitness identification of assassin
Datasets/LJSpeech-1.1/wavs/LJ002-0318.wav,the city also allowed the poor debtors fourteen ounces of bread daily and their share of eight stone of meat an allowance which never varied
Datasets/LJSpeech-1.1/wavs/LJ050-0109.wav,since the assassination the service has recognized that these relationships must be far more formal
Datasets/LJSpeech-1.1/wavs/LJ007-0239.wav,both offenses and punishments affording a sufficient index to the practices going forward and they wind up by declaring
Datasets/LJSpeech-1.1/wavs/LJ031-0107.wav,governor connally had a large sucking wound in the front of the right chest which caused extreme pain and difficulty in breathing
Datasets/LJSpeech-1.1/wavs/LJ003-0084.wav,quote a commonsized man says the keeper mr newman can turn in nineteen inches end quote
Datasets/LJSpeech-1.1/wavs/LJ040-0025.wav,his life was characterized by isolation frustration and failure
Datasets/LJSpeech-1.1/wavs/LJ003-0345.wav,all the committee could do in this respect was to throw the responsibility on others
Datasets/LJSpeech-1.1/wavs/LJ011-0064.wav,he was also attended by the rev mr springett and the indefatigable mr baker whose name has already been mentioned
Datasets/LJSpeech-1.1/wavs/LJ050-0007.wav,have made it difficult for the treasury to maintain close and continuing supervision
Datasets/LJSpeech-1.1/wavs/LJ017-0086.wav,for this purpose he gave or there was the strongest presumption that he gave
Datasets/LJSpeech-1.1/wavs/LJ018-0311.wav,had undoubtedly the command of large funds while there and would have readily disbursed it to effect their enlargement
Datasets/LJSpeech-1.1/wavs/LJ048-0051.wav,it stated primarily to direct the thought of those responsible for the future safety of our presidents to the need for a more imaginative
Datasets/LJSpeech-1.1/wavs/LJ014-0004.wav,brought passersby and policemen to the spot a lonely place near a dead wall beyond belsize hall hampstead
Datasets/LJSpeech-1.1/wavs/LJ037-0155.wav,at the request of the commission joseph d nicol superintendent of the illinois bureau of criminal identification investigation
Datasets/LJSpeech-1.1/wavs/LJ006-0014.wav,they should be persons he thought selected from the highest class the duty was most important
Datasets/LJSpeech-1.1/wavs/LJ026-0141.wav,the construction in the cells of new proteid from the absorbed carbohydrate and the materials from the soil is true anabolism
Datasets/LJSpeech-1.1/wavs/LJ050-0217.wav,the secret service sought funds for twentyfive new positions primarily in field offices this increase has been approved by the congress
Datasets/LJSpeech-1.1/wavs/LJ008-0233.wav,the wide dark sea of heads is all at once in motion
Datasets/LJSpeech-1.1/wavs/LJ009-0139.wav,in spite of the throng owing to the excellent arrangements made by the sheriffs
Datasets/LJSpeech-1.1/wavs/LJ042-0088.wav,that he might know something of special interest oswald's historic diary describes the event in part as follows quote
Datasets/LJSpeech-1.1/wavs/LJ002-0042.wav,and supposed to accommodate twenty persons the eight remaining wards were for the common side debtors
Datasets/LJSpeech-1.1/wavs/LJ017-0169.wav,the home secretary in a letter to the lord chief baron stated that quote although the facts are full of suspicion against smethurst
Datasets/LJSpeech-1.1/wavs/LJ018-0200.wav,he went there with a posse of officers and forced his way upstairs to the first floor
Datasets/LJSpeech-1.1/wavs/LJ040-0031.wav,who were accorded special privileges and who he thought were betraying communism and he spoke well of the united states
Datasets/LJSpeech-1.1/wavs/LJ037-0136.wav,patterson when asked later to confirm his identification by affidavit said he did not recall having been shown the photograph
Datasets/LJSpeech-1.1/wavs/LJ037-0240.wav,at onetwentyfour pm the police radio reported quote
Datasets/LJSpeech-1.1/wavs/LJ017-0221.wav,eight truculent and reckless scoundrels who brooding over their fancied wrongs and burning for revenge
Datasets/LJSpeech-1.1/wavs/LJ018-0139.wav,soon afterwards the inspectors of banknotes at the bank of england detected the presentation at the bank of spurious notes on genuine paper
Datasets/LJSpeech-1.1/wavs/LJ012-0038.wav,but could not positively identify it and ikey defied them to remove a single shoe
Datasets/LJSpeech-1.1/wavs/LJ030-0237.wav,so i turned around and hit the vice president on the shoulder and hollered get down
Datasets/LJSpeech-1.1/wavs/LJ046-0016.wav,the commission has not undertaken a comprehensive examination of all facets of this subject
Datasets/LJSpeech-1.1/wavs/LJ020-0030.wav,sift into it white flour meal and salt and stir up well while dry
Datasets/LJSpeech-1.1/wavs/LJ008-0132.wav,over the handkerchief around his brows he placed a white cap the new hat being on top of all
Datasets/LJSpeech-1.1/wavs/LJ038-0191.wav,five the money from work will possibly be coming the money will be sent to our post office box go to the bank and cash the check
Datasets/LJSpeech-1.1/wavs/LJ004-0010.wav,with a few bright exceptions still deplorable and disgraceful
Datasets/LJSpeech-1.1/wavs/LJ017-0060.wav,the conviction that he would escape had taken so firm a hold of him
Datasets/LJSpeech-1.1/wavs/LJ044-0123.wav,stating that he had used his position with what he claimed to be the local branch of the fair play for cuba committee to quote foster communist ideals end quote
Datasets/LJSpeech-1.1/wavs/LJ037-0065.wav,as short stocky and having bushy hair she stated that the man weighed about one hundred fifty pounds
Datasets/LJSpeech-1.1/wavs/LJ048-0211.wav,lawson also in the lead car did not scan any buildings since an important part of his job was to look backward at the president's car
Datasets/LJSpeech-1.1/wavs/LJ032-0144.wav,was confirmed by fbi laboratory tests which established that the adhesive material bearing the print
Datasets/LJSpeech-1.1/wavs/LJ021-0194.wav,more than twenty years ago when theodore roosevelt and woodrow wilson were attempting to correct abuses in our national life
Datasets/LJSpeech-1.1/wavs/LJ016-0348.wav,the same was realized in the first private execution within newgate
Datasets/LJSpeech-1.1/wavs/LJ029-0078.wav,the second the women's building at the state fair grounds
Datasets/LJSpeech-1.1/wavs/LJ010-0155.wav,threw a stone at the king which hit him on the forehead but did no serious injury
Datasets/LJSpeech-1.1/wavs/LJ031-0196.wav,detailed security arrangements had been made by radio from the president's plane on the return flight
Datasets/LJSpeech-1.1/wavs/LJ031-0104.wav,at approximately twelvefortyfive pm dr robert shaw
Datasets/LJSpeech-1.1/wavs/LJ006-0269.wav,decency was however insured by a line of demarcation and visitors were kept upon each side of a separated double iron railing
Datasets/LJSpeech-1.1/wavs/LJ029-0095.wav,even before the trade mart had been definitely selected lawson and sorrels began to consider the best motorcade route from love field to the trade mart
Datasets/LJSpeech-1.1/wavs/LJ028-0223.wav,i gave heed to the needs of babylon and its cities and the servitude of the babylonians whatever was oppressive i removed from them
Datasets/LJSpeech-1.1/wavs/LJ022-0081.wav,funds allotted for each project should be actually and promptly spent and not held over until later years
Datasets/LJSpeech-1.1/wavs/LJ013-0023.wav,that he got a chance of accomplishing his crime
Datasets/LJSpeech-1.1/wavs/LJ008-0127.wav,as we were crossing the press yard
Datasets/LJSpeech-1.1/wavs/LJ029-0017.wav,moreover he looked forward to the public appearances which he personally enjoyed the basic decision on the november trip to texas was made at a meeting of president kennedy
Datasets/LJSpeech-1.1/wavs/LJ029-0010.wav,planning the texas trip
Datasets/LJSpeech-1.1/wavs/LJ003-0192.wav,hence there was a terrible accumulation of prisoners in the condemned cells
Datasets/LJSpeech-1.1/wavs/LJ017-0191.wav,last of all mrs wilson poisoned her landlady mrs soames under precisely the same conditions as the foregoing
Datasets/LJSpeech-1.1/wavs/LJ045-0247.wav,his commitment to marxism and communism appears to have been another important factor in his motivation
Datasets/LJSpeech-1.1/wavs/LJ028-0163.wav,which are like the great gates in the outer wall of brass and open on the water
Datasets/LJSpeech-1.1/wavs/LJ003-0174.wav,mr davison sent to newgate for embezzlement and whose case is given in the preceding chapter
Datasets/LJSpeech-1.1/wavs/LJ002-0238.wav,was used for debtors arrested for the lowest sums within twelve miles of the palace of whitehall
Datasets/LJSpeech-1.1/wavs/LJ004-0089.wav,and to pay overseers or instructors out of the county rates
Datasets/LJSpeech-1.1/wavs/LJ034-0177.wav,fischer placed the man in the easternmost window on the south side of the depository building on either the fifth or the sixth floor
Datasets/LJSpeech-1.1/wavs/LJ018-0041.wav,the case was one of circumstantial evidence but as sir robert collyer the solicitorgeneral pointed out
Datasets/LJSpeech-1.1/wavs/LJ034-0029.wav,the rolling readers boxes contained instead of books light blocks used as reading aids
Datasets/LJSpeech-1.1/wavs/LJ017-0267.wav,after condemnation as the rules now kept capital convicts strictly apart they could not be lodged in the two condemned cells
Datasets/LJSpeech-1.1/wavs/LJ030-0170.wav,governor connally testified that he recognized the first noise as a rifle shot
Datasets/LJSpeech-1.1/wavs/LJ050-0154.wav,to plan and develop a workable and efficient automated file and retrieval system end quote
Datasets/LJSpeech-1.1/wavs/LJ029-0024.wav,through the evening of friday november twentytwo
Datasets/LJSpeech-1.1/wavs/LJ029-0018.wav,vice president johnson and governor connally on june fifth nineteen sixtythree at the cortez hotel in el paso texas
Datasets/LJSpeech-1.1/wavs/LJ041-0182.wav,and believed that our government did not have quote too much to offer end quote but was not in favor of quote the communist way of life end quote
Datasets/LJSpeech-1.1/wavs/LJ015-0148.wav,the choicest wines the finest fruits
Datasets/LJSpeech-1.1/wavs/LJ048-0065.wav,the fbi instructions did not reflect fully the secret service's need for information regarding potential threats
Datasets/LJSpeech-1.1/wavs/LJ012-0202.wav,they pursued their terrible trade for five years without scruple and without detection
Datasets/LJSpeech-1.1/wavs/LJ048-0117.wav,all instructions from higher authority were communicated to him orally
Datasets/LJSpeech-1.1/wavs/LJ017-0198.wav,but its nature was betrayed when this last victim also died
Datasets/LJSpeech-1.1/wavs/LJ028-0277.wav,one of his sumptermules gave birth to a foal
Datasets/LJSpeech-1.1/wavs/LJ014-0263.wav,when other pleasures palled he took a theatre and posed as a munificent patron of the dramatic art
Datasets/LJSpeech-1.1/wavs/LJ029-0012.wav,he had made only a few brief visits to the state since the nineteen sixty presidential campaign and in nineteen sixtytwo he began to consider a formal visit
Datasets/LJSpeech-1.1/wavs/LJ015-0219.wav,at last he decided to enlist one tester a clerk in the traffic department whom he thought would prove a likely tool
Datasets/LJSpeech-1.1/wavs/LJ047-0099.wav,quigley recalled that oswald was receptive when questioned about his general background
Datasets/LJSpeech-1.1/wavs/LJ006-0060.wav,the classification prescribed by the jail act which laid down that certain prisoners should not intermix was openly neglected
Datasets/LJSpeech-1.1/wavs/LJ005-0072.wav,after a few years of active exertion the society was rewarded by fresh legislation
Datasets/LJSpeech-1.1/wavs/LJ016-0239.wav,marwood till latterly seemed to have done his work more effectually and has been known to give as much as six feet fall
Datasets/LJSpeech-1.1/wavs/LJ034-0119.wav,approximately seven or eight minutes later
Datasets/LJSpeech-1.1/wavs/LJ021-0015.wav,the underlying necessity for such activity
Datasets/LJSpeech-1.1/wavs/LJ028-0256.wav,during the reigns of the two following persian kings babylon was slowly regaining its independence
Datasets/LJSpeech-1.1/wavs/LJ002-0204.wav,when they were sick no more notice was taken of them than of a dog
Datasets/LJSpeech-1.1/wavs/LJ016-0293.wav,with the rakings of cheap singinghalls and billiardrooms the fast young men of london
Datasets/LJSpeech-1.1/wavs/LJ028-0290.wav,he came in this plight before darius
Datasets/LJSpeech-1.1/wavs/LJ045-0004.wav,it has been suggested that one of the motivating influences operating on lee oswald was the atmosphere in the city of dallas
Datasets/LJSpeech-1.1/wavs/LJ028-0080.wav,yet they took an impression of it and returned it to its owner
Datasets/LJSpeech-1.1/wavs/LJ008-0240.wav,then followed sounds more distinct and audible in which gingerbeer pies fried fish sandwiches and fruit
Datasets/LJSpeech-1.1/wavs/LJ032-0211.wav,the authenticity of these pictures has been established by expert testimony which links the second picture
Datasets/LJSpeech-1.1/wavs/LJ032-0199.wav,the oswalds lived on neely street in dallas in a rented house which had a small back yard
Datasets/LJSpeech-1.1/wavs/LJ013-0139.wav,and many witnesses were brought to attest to his previous good character but he was found guilty and sentenced to seven years' transportation
Datasets/LJSpeech-1.1/wavs/LJ003-0030.wav,these subordinate chiefs were also rewarded out of the scanty prison rations
Datasets/LJSpeech-1.1/wavs/LJ040-0187.wav,according to sokolow this indicated a quote present intellectual functioning in the upper range of bright normal intelligence end quote
Datasets/LJSpeech-1.1/wavs/LJ003-0091.wav,constantly associated with these convicted felons were numbers of juveniles infants of tender years
Datasets/LJSpeech-1.1/wavs/LJ010-0124.wav,five of the conspirators thistlewood ings brunt davidson and tidd were sentenced to death
Datasets/LJSpeech-1.1/wavs/LJ045-0044.wav,many of the people with whom the oswalds became acquainted after their arrival in the united states thought that marina oswald had married her husband primarily in the hope
Datasets/LJSpeech-1.1/wavs/LJ015-0311.wav,had not been guided by a sense of virtue and directed to more honorable and useful pursuits
Datasets/LJSpeech-1.1/wavs/LJ047-0081.wav,on june twentyfour oswald applied in new orleans for a passport stating that he planned to depart by ship
Datasets/LJSpeech-1.1/wavs/LJ022-0091.wav,this allotment division will consider all of the recommendations submitted to it
Datasets/LJSpeech-1.1/wavs/LJ006-0243.wav,he was in the transport side when one of his fellows in endeavoring to strike another prisoner with a large poker missed his aim and struck watkins' knee
Datasets/LJSpeech-1.1/wavs/LJ018-0055.wav,he is described as not a badlooking man with a square german type of face
Datasets/LJSpeech-1.1/wavs/LJ008-0258.wav,let me retrace my steps and speak more in detail of the treatment of the condemned in those bloodthirsty and brutally indifferent days
Datasets/LJSpeech-1.1/wavs/LJ011-0126.wav,in conjunction with two others one of whom was a clerk in the custom house
Datasets/LJSpeech-1.1/wavs/LJ036-0065.wav,oswald lived at ten twentysix north beckley
Datasets/LJSpeech-1.1/wavs/LJ028-0345.wav,he then chose out near three thousand of the leading citizens and caused them to be crucified while he allowed the remainder still to inhabit the city
Datasets/LJSpeech-1.1/wavs/LJ028-0042.wav,the place where the old city had stood for three thousand years again became a desert
Datasets/LJSpeech-1.1/wavs/LJ047-0248.wav,that he ever said that oswald was capable of violence or that he had any information suggesting this
Datasets/LJSpeech-1.1/wavs/LJ031-0197.wav,the public had been excluded from the base and only government officials and the press were permitted near the landing area
Datasets/LJSpeech-1.1/wavs/LJ008-0198.wav,two pounds was a common price for a window
Datasets/LJSpeech-1.1/wavs/LJ032-0100.wav,marina oswald
Datasets/LJSpeech-1.1/wavs/LJ028-0319.wav,and now he went on to say my coming to you babylonians
Datasets/LJSpeech-1.1/wavs/LJ042-0090.wav,i'm sure russians will accept me after this sign of my faith in them end quote
Datasets/LJSpeech-1.1/wavs/LJ041-0154.wav,his interest in russia led some of his associates to call him comrade or oswaldskovitch
Datasets/LJSpeech-1.1/wavs/LJ050-0091.wav,it is questionable whether such criteria would have resulted in the referral of oswald to the secret service
Datasets/LJSpeech-1.1/wavs/LJ006-0219.wav,leapfrog puss in the corner and fly the garter for which purpose the rugs were spread out to prevent feet slipping on the floor
Datasets/LJSpeech-1.1/wavs/LJ015-0194.wav,and behaved so as to justify a belief that he had been a jailbird all his life
Datasets/LJSpeech-1.1/wavs/LJ018-0273.wav,tarpey was caught through his wife
Datasets/LJSpeech-1.1/wavs/LJ031-0111.wav,the elliptical wound in the governor's back located slightly to the left of the governor's right armpit approximately fiveeighths inch a centimeter and a half
Datasets/LJSpeech-1.1/wavs/LJ033-0211.wav,and the obvious bulk of the package which he intended to bring to work the next day
Datasets/LJSpeech-1.1/wavs/LJ038-0088.wav,the results were positive for the hands and negative for the right cheek
Datasets/LJSpeech-1.1/wavs/LJ013-0246.wav,some time elapsed before the imprisoned party could force open the doors and by then the fugitive had escaped
Datasets/LJSpeech-1.1/wavs/LJ004-0187.wav,already as early as eighteen eighteen a prison existed at bury st edmunds which was a model for imitation to others at that time
Datasets/LJSpeech-1.1/wavs/LJ049-0194.wav,should be transferred to the fbi
Datasets/LJSpeech-1.1/wavs/LJ025-0001.wav,the science history of the universe volume five
Datasets/LJSpeech-1.1/wavs/LJ032-0055.wav,information received from the italian armed forces intelligence service has established that this particular rifle was the only rifle of its type
Datasets/LJSpeech-1.1/wavs/LJ031-0171.wav,removal of the president's body
Datasets/LJSpeech-1.1/wavs/LJ045-0215.wav,and may have told his wife the things he did on the evening of november twentyone
Datasets/LJSpeech-1.1/wavs/LJ010-0272.wav,this son john william bean was fully identified by dasset and presently examined by the privy council
